Proposal code,Origin period season sequence,Period,Rabobank Region,Crop,Crop Naics code,Crop naics descripion,Area,Noise1,Noise2,Noise3,Yield,Cost,Price,Financial information sequence,Last update,Esport date and time
760,2,12/29/2020,Barreiras,Cebola Sequeiro,9,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,4234,-2.53,0.3,0.79,85200.0,48340.0,437.0,9/30/2020,8/16/2021,5/10/2021
761,0,6/19/2021,Barreiras,Cebola Sequeiro,98,vulputate justo in blandit ultrices enim lorem ipsum dolor sit,4079,0.66,0.16,-1.04,236950.0,43990.0,-480.0,6/28/2021,11/10/2020,5/7/2021
762,4,11/4/2020,Barreiras,Cebola Sequeiro,148,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,6365,0.68,-0.59,1.79,352250.0,51850.0,958.0,3/8/2021,3/28/2021,5/1/2021
763,0,12/3/2020,Barreiras,Melancia irrigada,90,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,9750,0.63,-2.45,0.8,519000.0,48500.0,497.0,1/12/2021,7/10/2021,10/13/2020
764,4,9/22/2020,Barreiras,Melancia irrigada,136,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,9665,-0.66,0.09,-0.13,450250.0,98450.0,31.0,6/6/2021,10/14/2020,8/7/2021
765,3,3/12/2021,Barreiras,Abobora Irrigada,125,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,3913,-0.48,0.13,-0.47,171650.0,41730.0,-196.0,4/19/2021,10/5/2020,2/27/2021
766,0,6/17/2021,Barreiras,Melancia irrigada,55,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,4985,-1.46,2.03,0.91,176250.0,90450.0,504.0,10/20/2020,4/22/2021,7/31/2021
767,1,1/2/2021,Barreiras,Melancia irrigada,126,sapien non mi integer ac neque duis bibendum morbi non quam nec,6573,0.65,-0.55,0.95,361150.0,54730.0,540.0,4/25/2021,6/4/2021,10/23/2020
768,1,8/16/2021,Barreiras,Abobora Irrigada,82,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,9226,0.49,-0.5,-0.09,485800.0,82260.0,47.0,3/30/2021,7/30/2021,3/26/2021
769,2,3/16/2021,Barreiras,Cebola Sequeiro,62,dui vel sem sed sagittis nam congue risus semper porta,2405,-0.92,-1.38,-0.96,74250.0,-3550.0,-456.0,7/12/2021,8/5/2021,3/3/2021
770,3,11/20/2020,Barreiras,Melancia irrigada,143,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,5065,0.96,0.28,-0.12,301250.0,56250.0,-10.0,9/27/2020,6/22/2021,3/5/2021
771,3,6/26/2021,Barreiras,Melancia irrigada,68,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,9121,-0.11,-0.74,0.35,450550.0,76410.0,266.0,7/1/2021,11/15/2020,12/5/2020
772,4,4/25/2021,Barreiras,Melancia irrigada,59,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,7223,-1.24,2.32,-0.58,299150.0,118630.0,-218.0,12/27/2020,11/17/2020,9/1/2021
773,0,7/9/2021,Barreiras,Melancia irrigada,16,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,6186,-0.28,0.61,-0.81,295300.0,74060.0,-344.0,8/5/2021,3/7/2021,11/11/2020
774,2,1/18/2021,Barreiras,Abobora Irrigada,8,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,514,-0.08,0.23,0.92,21700.0,9740.0,465.0,6/13/2021,7/28/2021,12/14/2020
775,1,2/2/2021,Barreiras,Abobora Irrigada,96,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,9734,-0.12,-0.07,1.31,480700.0,95940.0,752.0,1/4/2021,5/2/2021,4/13/2021
776,4,6/13/2021,Barreiras,Melancia irrigada,30,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,9782,-1.5,0.26,-1.64,414100.0,103020.0,-723.0,12/18/2020,2/7/2021,8/16/2021
777,1,6/30/2021,Barreiras,Cebola Sequeiro,97,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,4455,0.59,-0.39,-0.22,252250.0,36750.0,-66.0,12/5/2020,12/29/2020,8/16/2021
778,0,10/6/2020,Barreiras,Melancia irrigada,110,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,3166,-0.03,0.44,0.25,156800.0,40460.0,156.0,9/8/2021,5/17/2021,5/19/2021
779,3,6/29/2021,Barreiras,Abobora Irrigada,14,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,7942,-2.48,-0.44,1.22,273100.0,70620.0,689.0,3/2/2021,8/8/2021,3/18/2021
780,4,7/10/2021,Barreiras,Abobora Irrigada,90,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,653,-0.89,1.41,-0.14,-11850.0,34730.0,-64.0,1/14/2021,12/19/2020,2/10/2021
781,0,11/15/2020,Barreiras,Abobora Irrigada,126,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,8597,0.22,0.37,-2.49,440850.0,93370.0,-1160.0,11/24/2020,4/9/2021,1/26/2021
782,3,9/19/2021,Barreiras,Melancia irrigada,134,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,3391,-1.16,-0.41,-0.2,111550.0,25710.0,-67.0,2/11/2021,3/4/2021,8/7/2021
783,0,12/18/2020,Barreiras,Melancia irrigada,119,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,8363,0.39,0.65,0.41,437650.0,96630.0,288.0,6/18/2021,1/16/2021,10/4/2020
784,4,3/2/2021,Barreiras,Abobora Irrigada,132,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1242,1.91,0.3,-0.5,157600.0,18420.0,-238.0,4/5/2021,1/26/2021,1/15/2021
785,2,3/21/2021,Barreiras,Abobora Irrigada,20,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,7431,0.8,0.99,0.08,411550.0,94110.0,114.0,4/26/2021,11/11/2020,5/10/2021
786,2,12/17/2020,Barreiras,Abobora Irrigada,150,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,6226,-0.1,0.43,0.75,306300.0,70860.0,437.0,7/22/2021,3/24/2021,6/8/2021
787,3,5/7/2021,Barreiras,Abobora Irrigada,109,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,4384,-0.96,-0.39,0.5,171200.0,36040.0,293.0,5/19/2021,12/24/2020,2/13/2021
788,1,7/29/2021,Barreiras,Cebola Sequeiro,10,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,8800,1.53,-0.7,-0.15,516500.0,74000.0,13.0,1/21/2021,11/9/2020,12/12/2020
789,1,11/22/2020,Barreiras,Melancia irrigada,102,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,4961,-0.55,1.35,-0.37,220550.0,76610.0,-136.0,10/6/2020,6/19/2021,9/3/2021
790,4,2/28/2021,Barreiras,Cebola Sequeiro,145,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,5252,-0.57,0.74,-1.0,234100.0,67320.0,-448.0,5/20/2021,9/20/2020,11/19/2020
791,4,4/29/2021,Barreiras,Cebola Sequeiro,9,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,7491,-1.63,1.1,0.25,293050.0,96910.0,199.0,4/21/2021,8/4/2021,11/6/2020
792,0,9/24/2020,Barreiras,Cebola Sequeiro,55,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,3479,0.09,0.52,0.94,178450.0,45190.0,504.0,3/31/2021,2/24/2021,3/23/2021
793,1,10/29/2020,Barreiras,Abobora Irrigada,141,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,4818,-0.12,0.35,-1.92,234900.0,55180.0,-912.0,3/15/2021,1/24/2021,2/9/2021
794,4,11/10/2020,Barreiras,Melancia irrigada,38,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,6472,-1.83,0.16,0.33,232100.0,67920.0,229.0,8/28/2021,10/8/2020,4/16/2021
795,3,5/3/2021,Barreiras,Melancia irrigada,63,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,3481,-1.43,-0.17,0.68,102550.0,31410.0,374.0,9/9/2021,10/7/2020,4/19/2021
796,0,3/23/2021,Barreiras,Melancia irrigada,82,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,5506,0.5,0.78,-0.7,300300.0,70660.0,-295.0,11/9/2020,4/28/2021,8/15/2021
797,2,1/25/2021,Barreiras,Abobora Irrigada,79,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,7002,-0.08,2.35,0.31,346100.0,117020.0,225.0,11/29/2020,12/9/2020,7/3/2021
798,2,3/29/2021,Barreiras,Cebola Sequeiro,28,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,3869,-0.67,0.05,0.86,159950.0,39690.0,468.0,10/15/2020,5/8/2021,9/4/2021
799,3,12/25/2020,Barreiras,Melancia irrigada,77,ultrices vel augue vestibulum ante ipsum primis in faucibus orci,8929,0.67,0.35,-1.38,479950.0,96290.0,-601.0,5/31/2021,1/2/2021,12/11/2020
800,4,12/3/2020,Barreiras,Cebola Sequeiro,133,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,6308,-0.81,0.11,-0.5,274900.0,65280.0,-187.0,12/14/2020,1/18/2021,9/6/2021
801,1,7/29/2021,Barreiras,Cebola Sequeiro,58,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,6559,0.09,1.11,-0.02,332450.0,87790.0,55.0,2/13/2021,8/20/2021,11/27/2020
802,4,3/17/2021,Barreiras,Melancia irrigada,21,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,2767,0.26,-0.16,1.9,151350.0,24470.0,977.0,5/12/2021,4/30/2021,7/28/2021
803,0,4/26/2021,Barreiras,Melancia irrigada,146,nec sem duis aliquam convallis nunc proin at turpis a pede posuere,5318,0.66,0.04,-0.53,298900.0,53980.0,-212.0,5/17/2021,6/26/2021,5/22/2021
804,1,12/1/2020,Barreiras,Abobora Irrigada,78,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,6549,0.97,1.61,1.19,375950.0,97690.0,660.0,5/7/2021,8/9/2021,7/22/2021
805,3,10/12/2020,Barreiras,Melancia irrigada,106,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,8633,0.66,0.33,0.61,464650.0,92930.0,391.0,1/2/2021,9/17/2020,5/7/2021
806,4,7/26/2021,Barreiras,Melancia irrigada,135,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,1716,1.03,-1.11,-0.18,137300.0,-5040.0,-73.0,9/1/2021,11/7/2020,4/25/2021
807,3,6/3/2021,Barreiras,Melancia irrigada,124,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,2660,0.05,0.53,1.38,135500.0,37200.0,716.0,6/10/2021,10/14/2020,12/11/2020
808,0,12/31/2020,Barreiras,Melancia irrigada,143,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,804,0.05,1.69,-0.22,42700.0,41840.0,-102.0,7/28/2021,12/11/2020,10/17/2020
809,1,7/24/2021,Barreiras,Abobora Irrigada,105,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,159,-1.0,0.04,0.34,-42050.0,2390.0,171.0,4/18/2021,9/8/2021,5/16/2021
810,3,2/14/2021,Barreiras,Abobora Irrigada,43,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,6458,1.46,-0.38,-0.58,395900.0,56980.0,-226.0,2/14/2021,3/12/2021,4/18/2021
811,4,12/4/2020,Barreiras,Abobora Irrigada,46,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,243,-0.09,-2.13,-0.19,7650.0,-40170.0,-93.0,6/8/2021,10/10/2020,1/28/2021
812,3,6/15/2021,Barreiras,Melancia irrigada,148,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,7275,0.69,-1.21,-1.12,398250.0,48550.0,-488.0,5/21/2021,11/15/2020,5/25/2021
813,2,9/24/2020,Barreiras,Melancia irrigada,6,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,927,0.28,-0.98,-0.78,60350.0,-10330.0,-381.0,2/27/2021,4/8/2021,12/20/2020
814,3,6/16/2021,Barreiras,Melancia irrigada,123,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,8266,-1.28,-1.97,1.14,349300.0,43260.0,652.0,1/31/2021,1/19/2021,1/10/2021
815,4,7/18/2021,Barreiras,Abobora Irrigada,10,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,300,0.17,0.28,-1.01,23500.0,8600.0,-502.0,9/27/2020,6/1/2021,5/26/2021
816,2,2/9/2021,Barreiras,Melancia irrigada,112,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,4769,0.03,0.21,0.49,239950.0,51890.0,292.0,8/28/2021,3/9/2021,1/2/2021
817,3,8/7/2021,Barreiras,Cebola Sequeiro,10,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,1789,0.72,2.1,0.75,125450.0,59890.0,392.0,10/25/2020,9/4/2021,4/15/2021
818,3,5/3/2021,Barreiras,Melancia irrigada,77,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,3905,-0.69,-0.35,0.44,160750.0,32050.0,259.0,8/6/2021,9/6/2021,3/4/2021
819,1,3/6/2021,Barreiras,Melancia irrigada,17,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,6796,1.5,1.34,1.13,414800.0,94760.0,632.0,1/10/2021,8/13/2021,5/2/2021
820,1,10/18/2020,Barreiras,Cebola Sequeiro,39,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,9654,-1.24,-0.96,0.13,420700.0,77340.0,161.0,6/22/2021,6/26/2021,10/20/2020
821,4,9/15/2021,Barreiras,Abobora Irrigada,13,cum sociis natoque penatibus et magnis dis parturient montes nascetur,7360,0.16,0.19,0.34,376000.0,77400.0,243.0,11/18/2020,8/18/2021,5/26/2021
822,1,1/25/2021,Barreiras,Abobora Irrigada,62,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,3804,-0.71,-0.57,0.73,154700.0,26640.0,403.0,2/15/2021,12/25/2020,1/4/2021
823,4,12/21/2020,Barreiras,Cebola Sequeiro,118,amet erat nulla tempus vivamus in felis eu sapien cursus,7703,-0.31,0.79,0.05,369650.0,92830.0,102.0,8/19/2021,10/3/2020,8/29/2021
824,4,12/27/2020,Barreiras,Melancia irrigada,8,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,6555,-1.46,0.11,0.25,254750.0,67750.0,190.0,5/23/2021,7/2/2021,6/16/2021
825,4,9/25/2020,Barreiras,Melancia irrigada,57,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,5660,-1.51,0.36,-0.33,207500.0,63800.0,-109.0,12/19/2020,1/27/2021,2/26/2021
826,4,4/11/2021,Barreiras,Melancia irrigada,76,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,4378,1.61,-1.67,1.3,299400.0,10380.0,693.0,8/22/2021,2/27/2021,10/7/2020
827,1,9/19/2020,Barreiras,Cebola Sequeiro,86,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,1083,-0.58,-0.41,-0.29,25150.0,2630.0,-135.0,6/15/2021,6/26/2021,11/6/2020
828,1,8/9/2021,Barreiras,Cebola Sequeiro,9,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,8607,0.51,-0.66,-0.23,455850.0,72870.0,-29.0,5/6/2021,3/8/2021,9/5/2021
829,4,10/25/2020,Barreiras,Abobora Irrigada,8,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,6464,-1.74,-1.37,-0.16,236200.0,37240.0,-16.0,12/18/2020,3/2/2021,3/14/2021
830,1,12/30/2020,Barreiras,Melancia irrigada,111,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,6310,-0.48,-0.11,2.2,291500.0,60900.0,1163.0,7/8/2021,8/17/2021,8/31/2021
831,4,11/23/2020,Barreiras,Melancia irrigada,140,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,7755,1.37,-0.94,1.57,456250.0,58750.0,862.0,11/23/2020,3/17/2021,6/16/2021
832,0,12/12/2020,Barreiras,Abobora Irrigada,145,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,3896,0.36,0.59,1.33,212800.0,50760.0,703.0,4/6/2021,3/14/2021,5/17/2021
833,1,5/20/2021,Barreiras,Cebola Sequeiro,67,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,244,-0.45,0.55,1.37,-10300.0,13440.0,687.0,9/6/2021,1/28/2021,10/3/2020
834,2,9/28/2020,Barreiras,Abobora Irrigada,20,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,8474,1.5,0.88,-1.74,498700.0,102340.0,-786.0,2/7/2021,10/27/2020,4/1/2021
835,0,5/28/2021,Barreiras,Melancia irrigada,105,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,7766,0.29,1.37,-0.43,402800.0,105060.0,-138.0,9/16/2020,11/14/2020,12/16/2020
836,3,12/15/2020,Barreiras,Abobora Irrigada,43,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,3887,0.33,-1.26,0.56,210850.0,13670.0,318.0,3/23/2021,10/25/2020,6/5/2021
837,4,7/6/2021,Barreiras,Melancia irrigada,83,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,9307,2.25,-1.1,-0.3,577850.0,71070.0,-57.0,5/7/2021,2/19/2021,10/23/2020
838,2,4/22/2021,Barreiras,Melancia irrigada,10,non mauris morbi non lectus aliquam sit amet diam in magna bibendum,3796,0.08,0.54,0.11,193800.0,48760.0,92.0,9/26/2020,4/11/2021,4/12/2021
839,0,1/15/2021,Barreiras,Cebola Sequeiro,79,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,4814,1.87,-1.41,-1.61,334200.0,19940.0,-757.0,10/30/2020,10/6/2020,6/19/2021
840,2,2/8/2021,Barreiras,Abobora Irrigada,81,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,8920,1.76,0.47,-0.05,534000.0,98600.0,64.0,3/16/2021,2/12/2021,5/29/2021
841,0,8/24/2021,Barreiras,Melancia irrigada,143,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,4946,-1.93,1.52,0.19,150800.0,79860.0,144.0,12/6/2020,6/27/2021,5/5/2021
842,4,7/24/2021,Barreiras,Cebola Sequeiro,16,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,2794,0.05,2.09,-0.4,142200.0,69740.0,-173.0,11/13/2020,3/28/2021,10/14/2020
843,0,9/18/2021,Barreiras,Cebola Sequeiro,130,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,7849,-2.44,-0.45,-0.0,270450.0,69490.0,78.0,4/3/2021,11/10/2020,11/21/2020
844,3,11/2/2020,Barreiras,Melancia irrigada,105,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,5511,-0.64,0.45,0.06,243550.0,64110.0,85.0,5/15/2021,11/7/2020,11/14/2020
845,3,4/1/2021,Barreiras,Abobora Irrigada,79,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,7107,-0.17,-0.86,0.61,346850.0,53870.0,376.0,5/31/2021,5/5/2021,12/15/2020
846,0,4/15/2021,Barreiras,Abobora Irrigada,10,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,3650,-0.25,-0.11,1.31,170000.0,34300.0,691.0,8/27/2021,10/11/2020,11/17/2020
847,1,11/28/2020,Barreiras,Melancia irrigada,65,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,1992,0.75,1.01,-0.31,137100.0,40120.0,-136.0,6/7/2021,2/15/2021,1/2/2021
848,2,4/17/2021,Barreiras,Melancia irrigada,83,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,9464,-0.16,-0.12,-1.25,465200.0,92240.0,-531.0,7/26/2021,5/1/2021,9/12/2021
849,0,10/17/2020,Barreiras,Cebola Sequeiro,110,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,7884,-0.98,1.08,-1.34,345200.0,100440.0,-592.0,4/4/2021,9/24/2020,12/30/2020
850,4,9/23/2020,Barreiras,Cebola Sequeiro,145,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,7177,-0.61,0.65,-0.33,328350.0,84770.0,-94.0,5/28/2021,12/1/2020,2/6/2021
851,0,9/13/2021,Barreiras,Melancia irrigada,1,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,4048,0.03,0.27,0.6,203900.0,45880.0,340.0,11/14/2020,5/20/2021,1/7/2021
852,0,4/9/2021,Barreiras,Abobora Irrigada,122,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,3099,0.83,-0.5,-0.1,196450.0,20990.0,-20.0,6/11/2021,9/17/2020,1/12/2021
853,1,3/24/2021,Barreiras,Cebola Sequeiro,50,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,3082,-0.36,-0.08,-0.04,136100.0,29220.0,10.0,9/1/2021,7/13/2021,5/22/2021
854,3,6/4/2021,Barreiras,Abobora Irrigada,48,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,478,-0.68,-1.16,0.17,-10100.0,-18420.0,89.0,9/12/2021,5/9/2021,2/19/2021
855,3,12/12/2020,Barreiras,Melancia irrigada,142,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,4453,0.32,-0.65,-0.25,238650.0,31530.0,-81.0,9/16/2020,10/12/2020,1/31/2021
856,4,8/12/2021,Barreiras,Melancia irrigada,45,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,5703,-1.55,2.0,0.42,207650.0,97030.0,267.0,3/22/2021,4/12/2021,10/9/2020
857,1,9/10/2020,Barreiras,Melancia irrigada,64,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,376,1.39,-0.11,0.95,88300.0,1560.0,478.0,12/24/2020,2/19/2021,7/21/2021
858,4,3/27/2021,Barreiras,Melancia irrigada,5,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,285,0.42,0.22,1.35,35250.0,7250.0,677.0,10/19/2020,8/23/2021,4/10/2021
859,0,4/15/2021,Barreiras,Cebola Sequeiro,127,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,2253,1.43,-0.63,0.11,184150.0,9930.0,77.0,9/23/2020,3/2/2021,4/16/2021
860,0,5/5/2021,Barreiras,Abobora Irrigada,83,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,3908,1.15,-0.29,0.33,252900.0,33280.0,204.0,7/5/2021,9/13/2021,2/11/2021
861,2,7/7/2021,Barreiras,Melancia irrigada,22,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,7622,-0.01,-0.28,0.21,380600.0,70620.0,181.0,5/18/2021,8/23/2021,9/29/2020
862,4,10/8/2020,Barreiras,Cebola Sequeiro,45,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,959,-0.58,-0.04,0.46,18950.0,8790.0,239.0,6/20/2021,4/6/2021,6/19/2021
863,1,4/23/2021,Barreiras,Cebola Sequeiro,25,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,3554,0.58,0.9,1.33,206700.0,53540.0,700.0,9/29/2020,10/16/2020,9/6/2021
864,3,1/20/2021,Barreiras,Cebola Sequeiro,92,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,1231,-1.41,-2.05,-1.64,-8950.0,-28690.0,-808.0,4/28/2021,9/17/2020,1/15/2021
865,0,9/24/2021,Barreiras,Abobora Irrigada,33,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,6072,-0.24,1.52,0.08,291600.0,91120.0,100.0,5/9/2021,6/16/2021,3/29/2021
866,3,12/24/2020,Barreiras,Melancia irrigada,79,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,8851,-0.78,0.77,0.14,403550.0,103910.0,158.0,10/12/2020,1/28/2021,4/25/2021
867,2,10/5/2020,Barreiras,Abobora Irrigada,63,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,3641,-0.04,1.33,-1.27,180050.0,63010.0,-599.0,10/22/2020,5/6/2021,6/30/2021
868,2,9/27/2021,Barreiras,Cebola Sequeiro,86,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,6879,0.64,-2.12,0.77,375950.0,26390.0,453.0,6/29/2021,3/3/2021,12/24/2020
869,4,9/14/2021,Barreiras,Abobora Irrigada,122,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,9476,-0.51,0.84,-0.1,448300.0,111560.0,44.0,11/9/2020,9/22/2020,2/20/2021
870,1,9/16/2020,Barreiras,Melancia irrigada,97,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,1468,1.16,0.15,-1.17,131400.0,17680.0,-571.0,10/20/2020,8/8/2021,10/23/2020
871,2,4/3/2021,Barreiras,Melancia irrigada,116,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,9846,0.22,-0.94,0.5,503300.0,79660.0,348.0,3/6/2021,7/22/2021,3/13/2021
